Item No,Item Name,Collection,Product Type,"Department
(manual input)",Item Type,Gender,Line Status,PriceType,MSRP,UPC Code,Season,Catalog Status,MetalType,MetalColor,Case Shape,Watch Movement Type,Band Type,Band Color,Band Material,Watch Dial color,Watch crystal,Gem Type,Watch Case Diameter  (mm),Jlry Size,Jlry Dims,Length,Water Resistance (Meters),https://docs.google.com/spreadsheets/d/1_-9VqVemWseZXiEiXVuXxqIX4wOLo3l5Hhj5UnNy3rE/edit?gid=1368149032#gid=1368149032,Image Link 1,Image Link 2,IsImageFromURL
96L340,Bulova Stainless Steel Heritage Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,New,1,"$1,950.00",42429603721,2025 SPRING,Catalog,Stainless Steel,Silver-Tone,Tonneau,Quartz,Expansion,Silver-Tone,Stainless Steel,Silver-Tone,Anti-Reflective Curved Sapphire Crystal,None,18.3,,,,0030M,"Celebrating the infinite glamour of the Art Deco era, this Bulova limited-edition ladies? watch honors Bulova?s 150th anniversary. The Bulova Miss America collection was one of the most iconic in our history ? spanning four decades and embodying femininity. Inspired by the original from 1930, this new luxurious timepiece has a slender silver-tone stainless steel case set with six deep blue synthetic sapphires and an ornately filigreed expansion bracelet with a seamless buckle closure. The refined silver-tone dial features vintage-inspired blue hands and a brushed surface under the watch?s domed sapphire crystal. The case back is engraved with the 150th Anniversary logo and is individually numbered to mark each limited-edition piece. Pay tribute to Bulova?s vibrant history with this incomparable ladies? timepiece. Presented in a luxurious custom case complete with a storybook honoring our Art Deco heritage. Limited to 600 pieces worldwide. ",https://bulova.widen.net/content/biwcnd4vwx/jpeg/96L340_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/fwmcoyth35/jpeg/biwcnd4vwx_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96L341,Bulova Stainless Steel Dress/Classic BUL Ladies Watch,Bulova,Frank Sinatra,Timepieces,Watch,Ladies,New,1,$495.00,42429603615,2025 SPRING,Catalog,Stainless Steel,Silver-Tone,Rectangle,Quartz,Bracelet,Silver-Tone,Stainless Steel,Black,Anti-Reflective Curved Sapphire Crystal,None,21,,,,0030M,"This enduring design from Bulova?s Frank Sinatra collection is inspired by classic Bulova model from the legendary crooner?s heyday. The watch features a 21mm silver-tone stainless steel case with a curved sapphire crystal with anti-reflective coating, a case back engraved with the Sinatra logo and ?The Very Thought of You,? and a matching 7-row bracelet with a push-button deployant clasp. The radiant black dial is appointed with a date display and silver-tone hands and applied markers, including Sinatra?s signature fedora at 12 o?clock. As classic as Sinatra himself, this Bulova ladies? watch offered in a custom Frank Sinatra box is a timeless addition with style that will last a lifetime.",https://bulova.widen.net/content/r2egspnl5w/jpeg/96L341_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/k5aghzrtbl/jpeg/r2egspnl5w_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96M168,Bulova Stainless Steel Dress/Classic BUL Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,New,1,$475.00,42429603370,2025 SPRING,Catalog,Stainless Steel,Silver-Tone,Dodecagon,Quartz,Bracelet,Silver-Tone,Stainless Steel,Purple,Anti-Reflective Sapphire Crystal,None,32,,,,0100M,"Bold, elevated design characterizes this Classic Bulova Prestige women?s timepiece that balances bold design with an elegant presence. The watch features a faceted 32mm silver-tone stainless steel case with a geometric bezel, flat sapphire crystal with anti-reflective coating, 100m of water resistance, and a chamfered 3-link bracelet with brushed and polished finishes and a push-button deployant closure. The rich purple ombre dial has a crosshatch pattern, with silver-tone hands and applied markers with Super-LumiNova luminescent fill and a date display. Striking in both its modernity and its sophistication, this Bulova ladies? watch is an ideal companion on any wrist.",https://bulova.widen.net/content/do2te0kyfg/jpeg/96M168_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/5n0x8ynbob/jpeg/do2te0kyfg_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96P202,Bulova Stainless Steel Modern BUL Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,Core,1,$375.00,42429566781,2019 SPRING,Catalog,Stainless Steel,Silver-Tone,Rectangle/Tank,Quartz,Bracelet,Silver-Tone,Stainless Steel,Black,Metalized Mineral Crystal,Diamond,20.5,,,,0030M,Introducing a new tank style. Silver tone stainless steel case with edge to edge black faceted metalizing mineral crystal. Black dial with three diamonds set on dial.,https://bulova.widen.net/content/swt5kug4ws/jpeg/96P202.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/sybdce9yhn/jpeg/96P202_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96P221,Bulova Stainless Steel Dress/Classic BUL Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,Core,1,$475.00,42429585393,2020 FALL,Catalog,Stainless Steel,Silver-Tone,Round,Quartz,Bracelet,Silver-Tone,Stainless Steel,Black,Sapphire Crystal,Diamond,24,,,,0030M,"Inspired by Bulova heritage timepieces, the petite stainless steel Regatta features a lustrous black mother-of-pearl dial set with 11 diamonds. Signature Regatta design details feature the crown at the 2 o?clock position and distinct angled lugs. Flat sapphire crystal, slim quartz movement, and water resistance to 30 meters.",https://bulova.widen.net/content/jvm7kxkcgm/jpeg/96P221.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/1oktener5i/jpeg/96P221_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96P229,Bulova Stainless Steel Dress/Classic BUL Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,Core,1,$375.00,42429587939,2021 FALL,Catalog,Stainless Steel,Silver-Tone,Round,Quartz,Bracelet,Silver-Tone,Stainless Steel,Blue,Mineral Crystal,Diamond,31,,,,0030M,"The Surveyor from Bulova is a classic women?s watch that will never go out of style. This silver-tone watch has a stainless steel case and bracelet with a blue three-hand dial hand set with 11 diamonds for both the look and feel of a luxury watch. With beautiful details and an elegant flair, this accessory brings a touch of timeless elegance to any occasion.",https://bulova.widen.net/content/etmg105fqx/jpeg/96P229.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/hdxqdlqvxl/jpeg/96P229_BACK.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96P241,Bulova Stainless Steel Marc Anthony Ladies Watch,Bulova,Marc Anthony,Timepieces,Watch,Ladies,core,1,$395.00,42429594548,2023 FALL,Catalog,Stainless Steel,Silver-Tone,Round,Quartz,Bangle,Silver-Tone,Stainless Steel,Silver-White,Metalized Mineral Crystal,Diamond,26,,,,0030M,"Bring the romance of Marc Anthony?s music to the wrist in this essential accessory that unites Bulova?s fine watchmaking and Marc Anthony?s iconic music in an exclusive collaboration. The new Bulova Marc Anthony Modern Bangle ladies? watch highlights Bulova?s timeless design with a touch of Anthony?s styling. The gleaming silver-tone stainless steel case features bold contemporary lines and has a metalized mineral crystal that extends to the edge for a seamless silhouette. A radiant silver white dial is accented by three diamond hour markers at 1, 3, and 5 o?clock, numbers chosen by Anthony for their personal significance. The case back features an engraving chosen by Anthony: ?Vali¢ la Pena? (It was worth it). A polished silver-tone stainless steel bangle bracelet is connected by unique faceted links, completing the striking look of this timepiece. Marc Anthony?s music transcends time, and this elegant, modern women?s watch from Bulova expresses a timeless style.",https://bulova.widen.net/content/gqgiye8rt6/jpeg/96P241.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/wwv8gfcayk/jpeg/96P241_CASEBACK.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
96P248,Bulova Stainless Steel Performance Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,core,1,$450.00,42429597433,2024 SPRING,Catalog,Stainless Steel,Silver-Tone,Round,Quartz,Bracelet,Silver-Tone,Stainless Steel,Blue,Anti-Reflective Sapphire Crystal,Diamond,36,,,,0100M,"From the legendary Bulova Marine Star collection, this elegant ladies? timepiece offers unrivaled style. The silver-tone stainless steel case features a modern design with a bold crenellated fixed bezel and symmetrical case flanks. A flat sapphire crystal and protected crown provide modern reliability which is furthered by 100m of water resistance. The lustrous blue mother-of-pearl dial adds a splash of color to the timepiece, with eight diamond hour markers and a refined handset with luminescent fill for superb legibility in all conditions. The watch is paired with a dual-finished silver-tone quick-release stainless steel bracelet with a push-button deployant closure that provides both comfort and security. For timeless elegance no matter the occasion, this Bulova ladies? timepiece makes the perfect companion.",https://bulova.widen.net/content/lb3xeysw9x/jpeg/96P248_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/be7tcmft2w/jpeg/96P248_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96P249,Bulova Stainless Steel Dress/Classic BUL Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,core,1,$375.00,42429597464,2024 SPRING,Catalog,Stainless Steel,Silver-Tone,Round,Quartz,Bracelet,Silver-Tone,Stainless Steel,Pink,Domed Sapphire Crystal,Diamond,28,,,,0030M,"Add a pop of color to your wardrobe with this stylish Bulova ladies? timepiece from the Sutton collection. The silver-tone stainless steel case is tastefully finished with brushing and polishing, with a domed sapphire crystal for clarity. The pastel pink sunray dial is an exercise in elegant simplicity, with 11 dazzling diamond hour markers, slim hands, and the tuning fork logo at 12 o?clock. The watch is paired with a matching 3-link stainless steel bracelet with a foldover closure. Push your palette to the limit with this petite Bulova ladies? timepiece.",https://bulova.widen.net/content/c61mmvspfy/jpeg/96P249_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/bqelbnoxyz/jpeg/96P249_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96P250,Bulova Stainless Steel Dress/Classic BUL Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,core,1,$375.00,42429597471,2024 SPRING,Catalog,Stainless Steel,Silver-Tone,Round,Quartz,Bracelet,Silver-Tone,Stainless Steel,Light Blue,Domed Sapphire Crystal,Diamond,28,,,,0030M,"Add a pop of color to your wardrobe with this stylish Bulova ladies? timepiece from the Sutton collection. The silver-tone stainless steel case is tastefully finished with brushing and polishing, with a domed sapphire crystal for clarity. The pastel blue sunray dial is an exercise in elegant simplicity, with 11 dazzling diamond hour markers, slim hands, and the tuning fork logo at 12 o?clock. The watch is paired with a matching 3-link stainless steel bracelet with a foldover closure. Push your palette to the limit with this petite Bulova ladies? timepiece.",https://bulova.widen.net/content/fmenn1xzzx/jpeg/96P250_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/bmlvhpat1y/jpeg/96P250_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
96R253,Bulova Stainless Steel Dress/Classic BUL Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,core,1,$525.00,42429594944,2023 FALL,Catalog,Stainless Steel,Silver-Tone,Round,Quartz,Bracelet,Silver,Stainless Steel,White,Sapphire Crystal,Diamond,28,,,,0030M,"This beautiful addition to the Bulova Ladies? Sutton collection offers a sophisticated timepiece for every occasion. The slender silver-tone stainless steel case is set with 16 dazzling diamonds and features a domed sapphire crystal for exceptional clarity. The lustrous genuine mother-of-pearl dial is accented with 3 diamonds and silver-tone hands and hour markers. Completing the timepiece is a matching silver-tone bracelet with a push-button deployant clasp. For the refined woman, the Bulova Ladies? Sutton provides a timepiece that doesn?t compromise.",https://bulova.widen.net/content/tgkwl3efim/jpeg/96R253.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/dxugnvndde/jpeg/96R253_BACK.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
96R254,Bulova Stainless Steel Dress/Classic BUL Ladies Watch,Bulova,Bulova,Timepieces,Watch,Ladies,New,1,$995.00,42429603448,2025 SPRING,Catalog,Stainless Steel,Silver-Tone,Round,Quartz,Strap,White,Leather,White,Double Curved Sapphire Crystal,Sapphire,30.5,,,,0030M,"Rubaiyat is a name of poetic significance and timeless elegance. Introduced in 1917, the Rubaiyat collection marked Bulova?s debut series of timepieces designed specifically for women. Now, over a century later, and in celebration of Bulova?s 150th anniversary, the new Rubaiyat ?Four Seasons? luxury collection captures the elegance of the Rubaiyat line and the true beauty of nature.   The Rubaiyat ?Winter? shines with 42 white sapphires, totaling .25 ctw, evoking an icy winter landscape encircling its silver-tone stainless steel petite 30mm halo case and synthetic spinel cabochon crown. The mosaic dial, crafted from lustrous white mother-of-pearl, shimmers like freshly fallen snow, with an iridescent quality that makes each dial unique, accented by icicle-shaped faceted markers and finished with a double curved sapphire crystal. Paired with a glossy white alligator grain strap with a custom fold over strap with two pushers, this luxurious women?s timepiece adds elegance to any occasion and comes in special Rubaiyat packaging, complete with a storybook.",https://bulova.widen.net/content/ifcqoa4efj/jpeg/96R254_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/otnp3i07i2/jpeg/ifcqoa4efj_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
97A138,Bulova Stainless Steel Dress/Classic BUL Mens Watch,Bulova,Bulova,Timepieces,Watch,Mens,Core,1,$595.00,42429559745,2018 FALL,Catalog,Stainless Steel,Gold-Tone,Round,Automatic,Strap,Brown,Leather,Silver-White,Domed Mineral Crystal,None,43,,,,0030M,"Sophisticated design with full exhibition dial and case-back. Gold-tone stainless steel screw-back case, skeletonized silver white three-hand dial revealing the intricate workings of the self-winding 21-jewel movement, domed mineral crystal, brown leather strap with push-button deployant buckle, and water resistance to 30 meters.",https://bulova.widen.net/content/uw8uwdhvjq/jpeg/97A138_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/3jwuerfzyo/jpeg/97A138_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
97A158,Bulova Stainless Steel Frank Sinatra Mens Watch,Bulova,Frank Sinatra,Timepieces,Watch,Mens,Core,1,$575.00,42429584297,2020 SPRING,Catalog,Stainless Steel,Gold-Tone,Rectangle/Tank,Quartz,Strap,Black,Leather,Silver-White,Curved Sapphire Crystal,None,29.5,,,,0030M,"Incorporating vintage Bulova designs with the unmistakable elements of legendary performer, Frank Sinatra, the ?My Way? watch features a gold-tone stainless steel rectangular case with a silver white dial, gold-tone hands and markers. Frank Sinatra?s signature is displayed under the Bulova logo and his iconic Fedora hat is etched on the gold-tone crown, as well as on the caseback along with the name, ?My Way?. A distinct second hand sub sweep adds an elegant touch. The black leather strap features a deployant buckle and is stamped with the name ?My Way? along the inside. Watch features a curved sapphire crystal and water resistance to 30 meters. ",https://bulova.widen.net/content/soxnlap8av/jpeg/97A158_My%20Way_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/8skaozz1jk/jpeg/97A158_My%20Way_Back.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
